0	0	0
22	0	0
43	0	0
63	0	0
83	0	0
103	0	0
123	0	0
142	0	0
166	0	0
184	0	0
201	0	0
226	0	0
243	0	0
262	0	0
304	0	0
301	0	0
321	1	0.0036630036630037
341	28	0.1025641025641
361	9	0.032967032967033
381	12	0.043956043956044
401	15	0.054945054945055
421	17	0.062271062271062
441	15	0.054945054945055
461	15	0.054945054945055
481	13	0.047619047619048
501	20	0.073260073260073
521	13	0.047619047619048
541	20	0.073260073260073
561	14	0.051282051282051
581	17	0.062271062271062
601	17	0.062271062271062
621	19	0.06959706959707
641	13	0.047619047619048
661	7	0.025641025641026
681	4	0.014652014652015
701	0	0
721	1	0.0036630036630037
741	0	0
761	1	0.0036630036630037
