15	0	nan
21	0	nan
32	0	nan
45	0	nan
51	0	nan
61	0	nan
77	0	nan
82	0	nan
100	0	nan
101	0	nan
111	0	nan
123	0	nan
134	0	nan
141	0	nan
153	0	nan
162	0	nan
174	0	nan
185	0	nan
191	145	0.99315068493151
201	1137	1
211	2083	0.99952015355086
221	3206	0.99968818210165
231	4400	0.99977277891388
241	5705	0.9996495531803
251	6445	0.99968977819141
261	7209	0.9998613037448
271	8190	0.99987791478452
281	8344	1
292	9111	0.99989025460931
301	9818	0.9998981566351
311	9852	1.0001015125368
324	9862	1
332	9862	1
341	9862	0.99989861097029
351	9865	0.99939215884915
361	9867	0.99939228198116
371	9867	0.99929106744987
381	9870	0.99908897661707
391	9873	0.99858399919086
401	9874	0.99848316311053
411	9874	0.99828126579719
421	9876	0.99787814489239
431	9878	0.99777777777778
441	9881	0.99757698132256
451	9883	0.9974767864352
463	10860	0.99715361307502
472	10860	0.99687901597209
481	10860	0.9965131216737
491	10860	0.99614749587232
501	10860	0.99596478356566
511	10863	0.99578329819415
521	10868	0.99569399908383
532	10910	0.99516555687312
541	10911	0.99489377222577
551	10913	0.9946226759023
561	10913	0.99416962740275
571	10914	0.99398907103825
581	10922	0.99372213629333
591	10923	0.99363231147094
601	10924	0.99363289066764
612	10924	0.99318119829075
624	10924	0.99309090909091
