0	0	0
21	0	0
42	0	0
62	0	0
82	0	0
101	0	0
122	0	0
141	0	0
162	0	0
183	0	0
205	0	0
222	0	0
241	0	0
261	0	0
283	0	0
301	0	0
325	0	0
343	0	0
361	0	0
381	10	0.013477088948787
401	2	0.016172506738544
421	5	0.022911051212938
441	13	0.040431266846361
461	6	0.048517520215633
481	10	0.06199460916442
501	7	0.071428571428571
521	6	0.079514824797844
541	8	0.090296495956873
561	7	0.099730458221024
581	7	0.10916442048518
601	10	0.12264150943396
621	4	0.12803234501348
641	7	0.13746630727763
666	1	0.13881401617251
684	3	0.14285714285714
