0	0	0
21	0	0
41	0	0
61	0	0
81	0	0
103	0	0
122	0	0
149	0	0
162	0	0
186	0	0
213	0	0
224	0	0
250	0	0
263	0	0
281	0	0
301	0	0
322	2	0.0027816411682893
341	29	0.043115438108484
362	2	0.045897079276773
381	23	0.0778859527121
401	8	0.089012517385257
421	21	0.11821974965229
441	10	0.13212795549374
461	18	0.15716272600834
481	10	0.17107093184979
501	18	0.19610570236439
521	11	0.21140472878999
541	11	0.22670375521558
562	16	0.24895688456189
581	13	0.26703755215577
601	10	0.28094575799722
622	6	0.28929068150209
641	0	0.28929068150209
