0	0	0
22	0	0
45	0	0
67	0	0
82	0	0
101	0	0
121	0	0
144	0	0
162	0	0
183	0	0
201	0	0
223	0	0
243	0	0
263	0	0
281	0	0
302	0	0
322	0	0
341	0	0
361	1	0.001280409731114
381	4	0.0064020486555698
401	5	0.01280409731114
421	5	0.019206145966709
441	13	0.035851472471191
461	5	0.042253521126761
482	11	0.056338028169014
501	6	0.064020486555698
521	8	0.074263764404609
541	15	0.093469910371319
561	4	0.098591549295775
581	16	0.1190781049936
601	5	0.12548015364917
621	17	0.14724711907811
641	2	0.14980793854033
661	7	0.15877080665813
682	0	0.15877080665813
705	2	0.16133162612036
