0	0	0
21	0	0
44	0	0
63	0	0
81	0	0
101	0	0
125	0	0
143	0	0
162	0	0
183	0	0
203	0	0
224	0	0
242	0	0
262	0	0
285	0	0
302	0	0
321	0	0
342	0	0
361	6	0.0080536912751678
381	14	0.026845637583893
401	7	0.036241610738255
421	16	0.057718120805369
441	10	0.071140939597315
461	13	0.088590604026846
481	13	0.10604026845638
501	11	0.12080536912752
521	7	0.13020134228188
541	19	0.15570469798658
561	8	0.16644295302013
581	14	0.18523489932886
601	13	0.20268456375839
621	10	0.21610738255034
641	5	0.22281879194631
662	2	0.2255033557047
684	2	0.22818791946309
