22	5	0.0096711798839458
42	3	0.0058027079303675
70	6	0.011605415860735
81	10	0.019342359767892
101	7	0.013539651837524
122	18	0.034816247582205
142	19	0.036750483558994
161	19	0.036750483558994
181	19	0.036750483558994
201	21	0.040618955512573
221	23	0.044487427466151
241	24	0.04642166344294
261	28	0.054158607350097
281	21	0.040618955512573
301	25	0.048355899419729
321	20	0.038684719535783
341	21	0.040618955512573
361	14	0.027079303675048
382	22	0.042553191489362
401	15	0.029013539651838
421	19	0.036750483558994
442	15	0.029013539651838
464	20	0.038684719535783
481	21	0.040618955512573
501	17	0.032882011605416
521	23	0.044487427466151
541	15	0.029013539651838
562	17	0.032882011605416
