0	49
1	49
2	8
3	49
4	8
5	49
6	8
6	23
7	3
7	2
7	49
8	41
8	8
8	23
8	17
9	3
9	49
9	2
9	41
10	8
10	17
10	32
10	23
10	12
11	49
11	3
11	2
11	41
12	23
12	12
12	34
12	17
13	32
13	3
13	4
13	2
13	41
13	8
13	49
13	23
13	17
14	12
14	8
14	32
14	34
14	49
14	14
14	4
15	3
15	41
15	2
15	23
15	17
16	34
16	24
16	8
16	12
16	5
16	14
16	49
16	32
16	3
17	41
17	4
17	38
17	17
17	2
17	23
17	34
17	12
17	8
17	32
18	29
18	31
18	24
18	49
18	14
18	5
18	41
18	3
19	23
19	17
19	34
19	27
19	4
19	38
19	11
19	12
19	2
19	20
19	8
19	32
19	44
19	29
19	14
20	49
20	31
20	24
20	41
20	5
20	3
20	23
20	17
21	34
21	27
21	25
21	28
21	12
21	4
21	9
21	8
21	38
21	29
21	44
21	14
21	2
21	32
21	11
21	20
21	49
22	31
22	41
22	23
22	3
22	5
22	17
22	34
22	24
23	27
23	25
23	12
23	9
23	44
23	28
23	32
23	29
23	14
23	4
23	8
23	49
23	11
23	2
23	38
23	31
24	20
24	41
24	34
24	23
24	17
24	3
24	5
24	25
24	27
24	24
24	12
24	29
25	33
25	44
25	14
25	9
25	32
25	8
25	49
25	28
25	4
25	2
25	38
25	11
25	41
25	13
25	30
25	31
26	23
26	17
26	26
26	34
26	20
26	3
26	47
26	29
26	25
26	44
26	12
26	27
26	14
26	33
26	5
27	32
27	24
27	8
27	9
27	49
27	41
27	2
27	31
27	28
27	4
27	34
27	11
27	23
27	38
28	17
28	29
28	12
28	3
28	26
28	13
28	14
28	7
28	33
28	44
29	40
29	27
29	47
29	25
29	5
29	50
29	8
29	30
29	49
29	41
29	32
29	34
30	17
30	23
30	2
30	29
30	31
30	28
30	9
30	4
30	44
30	24
30	3
30	30
30	38
30	20
30	10
30	14
30	13
30	25
30	12
30	11
30	40
30	27
30	26
30	7
30	50
30	47
30	33
30	32
30	20
30	49
30	8
31	23
31	9
31	5
31	34
31	41
31	21
32	25
32	44
32	18
32	27
32	30
32	29
32	24
32	28
32	40
32	10
32	4
32	38
32	31
32	14
32	13
32	3
32	2
32	17
32	33
32	50
32	49
32	12
32	7
32	32
32	1
32	26
32	8
32	47
32	11
32	23
33	41
33	34
33	20
33	5
33	9
33	17
33	29
33	21
33	10
33	31
33	18
33	14
33	44
33	24
33	2
34	3
34	12
34	25
34	27
34	4
34	11
34	50
34	33
34	38
34	32
34	7
34	49
34	30
34	8
34	28
34	41
34	23
34	34
34	40
34	13
34	1
34	26
35	9
35	17
35	47
35	29
35	5
35	20
35	44
35	14
35	31
35	10
35	12
35	25
35	21
35	18
35	27
36	3
36	2
36	24
36	49
36	32
36	4
36	11
36	50
36	23
36	38
36	7
36	33
