0	1	0.02
5	2	0.04
5	3	0.06
5	4	0.08
5	5	0.1
5	6	0.12
6	7	0.14
8	8	0.16
9	9	0.18
9	10	0.2
9	11	0.22
9	12	0.24
10	13	0.26
10	14	0.28
10	15	0.3
10	16	0.32
10	17	0.34
10	18	0.36
10	19	0.38
10	20	0.4
10	21	0.42
11	22	0.44
11	23	0.46
11	24	0.48
11	25	0.5
11	26	0.52
12	27	0.54
12	28	0.56
12	29	0.58
12	30	0.6
12	31	0.62
12	32	0.64
12	33	0.66
12	34	0.68
12	35	0.7
12	36	0.72
12	37	0.74
12	38	0.76
12	39	0.78
13	40	0.8
13	41	0.82
13	42	0.84
13	43	0.86
14	44	0.88
15	45	0.9
16	46	0.92
16	47	0.94
16	48	0.96
17	49	0.98
17	50	1
