0	1	0.02
2	2	0.04
2	3	0.06
3	4	0.08
3	5	0.1
4	6	0.12
4	7	0.14
4	8	0.16
5	9	0.18
5	10	0.2
5	11	0.22
6	12	0.24
6	13	0.26
6	14	0.28
6	15	0.3
7	16	0.32
8	17	0.34
8	18	0.36
8	19	0.38
10	20	0.4
11	21	0.42
11	22	0.44
11	23	0.46
11	24	0.48
11	25	0.5
11	26	0.52
11	27	0.54
11	28	0.56
12	29	0.58
12	30	0.6
13	31	0.62
13	32	0.64
16	33	0.66
16	34	0.68
16	35	0.7
16	36	0.72
17	37	0.74
17	38	0.76
18	39	0.78
19	40	0.8
21	41	0.82
21	42	0.84
21	43	0.86
27	44	0.88
28	45	0.9
30	46	0.92
32	47	0.94
36	48	0.96
44	49	0.98
47	50	1
