0	1	0.025
5	2	0.05
52	3	0.075
57	4	0.1
57	5	0.125
59	6	0.15
62	7	0.175
62	8	0.2
62	9	0.225
62	10	0.25
63	11	0.275
63	12	0.3
63	13	0.325
64	14	0.35
64	15	0.375
64	16	0.4
65	17	0.425
65	18	0.45
65	19	0.475
65	20	0.5
65	21	0.525
65	22	0.55
66	23	0.575
66	24	0.6
67	25	0.625
68	26	0.65
68	27	0.675
68	28	0.7
68	29	0.725
68	30	0.75
69	31	0.775
70	32	0.8
70	33	0.825
70	34	0.85
70	35	0.875
70	36	0.9
71	37	0.925
72	38	0.95
77	39	0.975
78	40	1
