0	1	0.025
5	2	0.05
8	3	0.075
9	4	0.1
11	5	0.125
13	6	0.15
14	7	0.175
14	8	0.2
15	9	0.225
15	10	0.25
15	11	0.275
15	12	0.3
15	13	0.325
16	14	0.35
16	15	0.375
17	16	0.4
17	17	0.425
17	18	0.45
17	19	0.475
18	20	0.5
18	21	0.525
18	22	0.55
19	23	0.575
19	24	0.6
19	25	0.625
20	26	0.65
20	27	0.675
20	28	0.7
20	29	0.725
20	30	0.75
20	31	0.775
21	32	0.8
22	33	0.825
22	34	0.85
22	35	0.875
22	36	0.9
22	37	0.925
22	38	0.95
22	39	0.975
25	40	1
